treatment,tree_id,deploy,metabolite,site_num,tree_num,decomp_day,well_id,time,od_raw,od_corrected_b,od_corrected_b_n,blank,neg,nm
P,HOK,SEK,HOK,2,1,17,10G,30,3.024,1.485082873,1.398710866,2.03625,0.175875,450
AB,HOK,SEK,HOK,2,1,17,10H,30,2.45,1.203192142,1.116820135,2.03625,0.175875,450
P,HOK,HOK,SEK,1,5,17,1A,30,1.16,0.569674647,0.48330264,2.03625,0.175875,450
AB,HOK,HOK,SEK,1,5,17,1B,30,2.061,1.012154696,0.925782689,2.03625,0.175875,450
P,SEK,HOK,SEK,1,5,17,1C,30,0.946,0.464579497,0.378207489,2.03625,0.175875,450
AB,SEK,HOK,SEK,1,5,17,1D,30,0.918,0.450828729,0.364456722,2.03625,0.175875,450
P,SEK,SEK,SEK,1,5,17,1E,30,0.942,0.462615101,0.376243094,2.03625,0.175875,450
AB,SEK,SEK,SEK,1,5,17,1F,30,2.026,0.994966237,0.90859423,2.03625,0.175875,450
P,HOK,SEK,SEK,1,5,17,1G,30,2.314,1.136402701,1.050030694,2.03625,0.175875,450
AB,HOK,SEK,SEK,1,5,17,1H,30,2.153,1.057335789,0.970963782,2.03625,0.175875,450
P,HOK,HOK,SEK,1,4,17,2A,30,1.533,0.752854512,0.666482505,2.03625,0.175875,450
AB,HOK,HOK,SEK,1,4,17,2B,30,1.162,0.570656845,0.484284837,2.03625,0.175875,450
P,SEK,HOK,SEK,1,4,17,2C,30,1.663,0.81669736,0.730325353,2.03625,0.175875,450
AB,SEK,HOK,SEK,1,4,17,2D,30,2.526,1.240515654,1.154143646,2.03625,0.175875,450
P,SEK,SEK,SEK,1,4,17,2E,30,1.431,0.702762431,0.616390424,2.03625,0.175875,450
AB,SEK,SEK,SEK,1,4,17,2F,30,1.613,0.792142419,0.705770411,2.03625,0.175875,450
P,HOK,SEK,SEK,1,4,17,2G,30,2.268,1.113812155,1.027440147,2.03625,0.175875,450
AB,HOK,SEK,SEK,1,4,17,2H,30,1.91,0.937998772,0.851626765,2.03625,0.175875,450
P,HOK,HOK,SEK,1,3,17,3A,30,0.989,0.485696747,0.399324739,2.03625,0.175875,450
AB,HOK,HOK,SEK,1,3,17,3B,30,1.668,0.819152855,0.732780847,2.03625,0.175875,450
P,SEK,HOK,SEK,1,3,17,3C,30,1.952,0.958624923,0.872252916,2.03625,0.175875,450
AB,SEK,HOK,SEK,1,3,17,3D,30,1.876,0.921301412,0.834929405,2.03625,0.175875,450
P,SEK,SEK,SEK,1,3,17,3E,30,1.385,0.680171885,0.593799877,2.03625,0.175875,450
AB,SEK,SEK,SEK,1,3,17,3F,30,1.6,0.785758134,0.699386127,2.03625,0.175875,450
P,HOK,SEK,SEK,1,3,17,3G,30,1.305,0.640883978,0.554511971,2.03625,0.175875,450
AB,HOK,SEK,SEK,1,3,17,3H,30,1.568,0.770042971,0.683670964,2.03625,0.175875,450
P,HOK,HOK,SEK,1,2,17,4A,30,1.113,0.546593002,0.460220995,2.03625,0.175875,450
AB,HOK,HOK,SEK,1,2,17,4B,30,1.178,0.578514426,0.492142419,2.03625,0.175875,450
P,SEK,HOK,SEK,1,2,17,4C,30,2.355,1.156537753,1.070165746,2.03625,0.175875,450
AB,SEK,HOK,SEK,1,2,17,4D,30,1.078,0.529404543,0.443032535,2.03625,0.175875,450
P,SEK,SEK,SEK,1,2,17,4E,30,1.25,0.613873542,0.527501535,2.03625,0.175875,450
AB,SEK,SEK,SEK,1,2,17,4F,30,1.681,0.825537139,0.739165132,2.03625,0.175875,450
P,HOK,SEK,SEK,1,2,17,4G,30,2.419,1.187968079,1.101596071,2.03625,0.175875,450
AB,HOK,SEK,SEK,1,2,17,4H,30,1.663,0.81669736,0.730325353,2.03625,0.175875,450
P,HOK,HOK,SEK,1,1,17,5A,30,1.251,0.614364641,0.527992634,2.03625,0.175875,450
AB,HOK,HOK,SEK,1,1,17,5B,30,2.58,1.267034991,1.180662983,2.03625,0.175875,450
P,SEK,HOK,SEK,1,1,17,5C,30,1.104,0.542173112,0.455801105,2.03625,0.175875,450
AB,SEK,HOK,SEK,1,1,17,5D,30,1.366,0.670841007,0.584468999,2.03625,0.175875,450
P,SEK,SEK,SEK,1,1,17,5E,30,2.633,1.293063229,1.206691222,2.03625,0.175875,450
AB,SEK,SEK,SEK,1,1,17,5F,30,2.865,1.406998158,1.320626151,2.03625,0.175875,450
P,HOK,SEK,SEK,1,1,17,5G,30,2.84,1.394720688,1.30834868,2.03625,0.175875,450
AB,HOK,SEK,SEK,1,1,17,5H,30,2.807,1.378514426,1.292142419,2.03625,0.175875,450
P,HOK,HOK,HOK,1,5,17,6A,30,3.012,1.479189687,1.39281768,2.03625,0.175875,450
AB,HOK,HOK,HOK,1,5,17,6B,30,2.308,1.133456108,1.047084101,2.03625,0.175875,450
P,SEK,HOK,HOK,1,5,17,6C,30,1.24,0.608962554,0.522590546,2.03625,0.175875,450
AB,SEK,HOK,HOK,1,5,17,6D,30,2.445,1.200736648,1.114364641,2.03625,0.175875,450
P,SEK,SEK,HOK,1,5,17,6E,30,2.233,1.096623696,1.010251688,2.03625,0.175875,450
AB,SEK,SEK,HOK,1,5,17,6F,30,1.911,0.938489871,0.852117864,2.03625,0.175875,450
P,HOK,SEK,HOK,1,5,17,6G,30,2.458,1.207120933,1.120748926,2.03625,0.175875,450
AB,HOK,SEK,HOK,1,5,17,6H,30,2.605,1.279312462,1.192940454,2.03625,0.175875,450
P,HOK,HOK,HOK,1,4,17,7A,30,0.922,0.452793125,0.366421117,2.03625,0.175875,450
AB,HOK,HOK,HOK,1,4,17,7B,30,0.783,0.384530387,0.298158379,2.03625,0.175875,450
P,SEK,HOK,HOK,1,4,17,7C,30,1.897,0.931614487,0.84524248,2.03625,0.175875,450
AB,SEK,HOK,HOK,1,4,17,7D,30,0.864,0.424309392,0.337937385,2.03625,0.175875,450
P,SEK,SEK,HOK,1,4,17,7E,30,0.881,0.432658072,0.346286065,2.03625,0.175875,450
AB,SEK,SEK,HOK,1,4,17,7F,30,2.081,1.021976673,0.935604665,2.03625,0.175875,450
P,HOK,SEK,HOK,1,4,17,7G,30,0.934,0.458686311,0.372314303,2.03625,0.175875,450
AB,HOK,SEK,HOK,1,4,17,7H,30,2.154,1.057826888,0.97145488,2.03625,0.175875,450
P,HOK,HOK,HOK,1,3,17,8A,30,2.785,1.367710252,1.281338244,2.03625,0.175875,450
AB,HOK,HOK,HOK,1,3,17,8B,30,2.492,1.223818293,1.137446286,2.03625,0.175875,450
P,SEK,HOK,HOK,1,3,17,8C,30,2.203,1.081890731,0.995518723,2.03625,0.175875,450
AB,SEK,HOK,HOK,1,3,17,8D,30,2.785,1.367710252,1.281338244,2.03625,0.175875,450
P,SEK,SEK,HOK,1,3,17,8E,30,2.56,1.257213014,1.170841007,2.03625,0.175875,450
AB,SEK,SEK,HOK,1,3,17,8F,30,2.449,1.202701044,1.116329036,2.03625,0.175875,450
P,HOK,SEK,HOK,1,3,17,8G,30,2.17,1.065684469,0.979312462,2.03625,0.175875,450
AB,HOK,SEK,HOK,1,3,17,8H,30,2.542,1.248373235,1.162001228,2.03625,0.175875,450
P,HOK,HOK,HOK,1,2,17,9A,30,3.053,1.499324739,1.412952732,2.03625,0.175875,450
AB,HOK,HOK,HOK,1,2,17,9B,30,3.068,1.506691222,1.420319214,2.03625,0.175875,450
P,SEK,HOK,HOK,1,2,17,9C,30,3.328,1.634376918,1.548004911,2.03625,0.175875,450
AB,SEK,HOK,HOK,1,2,17,9D,30,3.065,1.505217925,1.418845918,2.03625,0.175875,450
P,SEK,SEK,HOK,1,2,17,9E,30,2.703,1.327440147,1.24106814,2.03625,0.175875,450
AB,SEK,SEK,HOK,1,2,17,9FR,30,3.205,1.573971762,1.487599754,2.03625,0.175875,450
P,HOK,SEK,HOK,1,2,17,9G,30,3.337,1.638796808,1.5524248,2.03625,0.175875,450
AB,HOK,SEK,HOK,1,2,17,9H,30,2.929,1.438428484,1.352056476,2.03625,0.175875,450
P,HOK,HOK,HOK,1,1,17,10A,30,2.557,1.255739718,1.16936771,2.03625,0.175875,450
AB,HOK,HOK,HOK,1,1,17,10B,30,2.684,1.318109269,1.231737262,2.03625,0.175875,450
P,SEK,HOK,HOK,1,1,17,10C,30,2.206,1.083364027,0.99699202,2.03625,0.175875,450
AB,SEK,HOK,HOK,1,1,17,10D,30,2.467,1.211540823,1.125168815,2.03625,0.175875,450
P,SEK,SEK,HOK,1,1,17,10E,30,2.05,1.006752609,0.920380602,2.03625,0.175875,450
AB,SEK,SEK,HOK,1,1,17,10F,30,1.614,0.792633518,0.70626151,2.03625,0.175875,450
P,HOK,SEK,HOK,1,1,17,10G,30,2.221,1.09073051,1.004358502,2.03625,0.175875,450
AB,HOK,SEK,HOK,1,1,17,10H,30,2.07,1.016574586,0.930202578,2.03625,0.175875,450
P,HOK,HOK,SEK,2,5,17,1A,120,1.37,0.752643868,0.647232523,1.82025,0.191875,450
AB,HOK,HOK,SEK,2,5,17,1B,120,2.148,1.180057684,1.07464634,1.82025,0.191875,450
P,SEK,HOK,SEK,2,5,17,1C,120,2.15,1.181156435,1.07574509,1.82025,0.191875,450
AB,SEK,HOK,SEK,2,5,17,1D,120,1.077,0.591676967,0.486265623,1.82025,0.191875,450
P,SEK,SEK,SEK,2,5,17,1E,120,2.545,1.398159593,1.292748249,1.82025,0.191875,450
AB,SEK,SEK,SEK,2,5,17,1F,120,1.548,0.850432633,0.745021288,1.82025,0.191875,450
P,HOK,SEK,SEK,2,5,17,1G,120,2.445,1.343222085,1.23781074,1.82025,0.191875,450
AB,HOK,SEK,SEK,2,5,17,1H,120,1.009,0.554319462,0.448908117,1.82025,0.191875,450
P,HOK,HOK,SEK,2,4,17,2A,120,1.612,0.885592638,0.780181294,1.82025,0.191875,450
AB,HOK,HOK,SEK,2,4,17,2B,120,1.571,0.86306826,0.757656915,1.82025,0.191875,450
P,SEK,HOK,SEK,2,4,17,2C,120,1.516,0.83285263,0.727441286,1.82025,0.191875,450
AB,SEK,HOK,SEK,2,4,17,2D,120,1.542,0.847136382,0.741725038,1.82025,0.191875,450
P,SEK,SEK,SEK,2,4,17,2E,120,2.055,1.128965801,1.023554457,1.82025,0.191875,450
AB,SEK,SEK,SEK,2,4,17,2F,120,1.284,0.70539761,0.599986266,1.82025,0.191875,450
P,HOK,SEK,SEK,2,4,17,2G,120,1.855,1.019090784,0.91367944,1.82025,0.191875,450
AB,HOK,SEK,SEK,2,4,17,2H,120,0.93,0.51091883,0.405507485,1.82025,0.191875,450
P,HOK,HOK,SEK,2,3,17,3A,120,1.709,0.938882022,0.833470677,1.82025,0.191875,450
AB,HOK,HOK,SEK,2,3,17,3B,120,1.38,0.758137619,0.652726274,1.82025,0.191875,450
P,SEK,HOK,SEK,2,3,17,3C,120,2.052,1.127317676,1.021906332,1.82025,0.191875,450
AB,SEK,HOK,SEK,2,3,17,3D,120,1.369,0.752094493,0.646683148,1.82025,0.191875,450
P,SEK,SEK,SEK,2,3,17,3E,120,2.12,1.164675182,1.059263837,1.82025,0.191875,450
AB,SEK,SEK,SEK,2,3,17,3F,120,2.368,1.300920203,1.195508859,1.82025,0.191875,450
P,HOK,SEK,SEK,2,3,17,3G,120,2.482,1.363548963,1.258137618,1.82025,0.191875,450
AB,HOK,SEK,SEK,2,3,17,3H,120,2.22,1.219612691,1.114201346,1.82025,0.191875,450
P,HOK,HOK,SEK,2,2,17,4A,120,2.645,1.453097102,1.347685757,1.82025,0.191875,450
AB,HOK,HOK,SEK,2,2,17,4B,120,2.288,1.256970196,1.151558852,1.82025,0.191875,450
P,SEK,HOK,SEK,2,2,17,4C,120,1.939,1.065238291,0.959826947,1.82025,0.191875,450
AB,SEK,HOK,SEK,2,2,17,4D,120,2.102,1.15478643,1.049375086,1.82025,0.191875,450
P,SEK,SEK,SEK,2,2,17,4E,120,2.314,1.271253949,1.165842604,1.82025,0.191875,450
AB,SEK,SEK,SEK,2,2,17,4F,120,1.669,0.916907018,0.811495674,1.82025,0.191875,450
P,HOK,SEK,SEK,2,2,17,4G,120,1.782,0.978986403,0.873575058,1.82025,0.191875,450
AB,HOK,SEK,SEK,2,2,17,4H,120,2.172,1.193242686,1.087831342,1.82025,0.191875,450
P,HOK,HOK,SEK,2,1,17,5A,120,1.626,0.89328389,0.787872545,1.82025,0.191875,450
AB,HOK,HOK,SEK,2,1,17,5B,120,2.008,1.103145172,0.997733828,1.82025,0.191875,450
P,SEK,HOK,SEK,2,1,17,5C,120,1.01,0.554868837,0.449457492,1.82025,0.191875,450
AB,SEK,HOK,SEK,2,1,17,5D,120,2.151,1.18170581,1.076294465,1.82025,0.191875,450
P,SEK,SEK,SEK,2,1,17,5E,120,2.003,1.100398297,0.994986952,1.82025,0.191875,450
AB,SEK,SEK,SEK,2,1,17,5F,120,1.658,0.910863892,0.805452548,1.82025,0.191875,450
P,HOK,SEK,SEK,2,1,17,5G,120,2.539,1.394863343,1.289451998,1.82025,0.191875,450
AB,HOK,SEK,SEK,2,1,17,5H,120,2.5,1.373437715,1.26802637,1.82025,0.191875,450
P,HOK,HOK,HOK,2,5,17,6A,120,1.648,0.905370142,0.799958797,1.82025,0.191875,450
AB,HOK,HOK,HOK,2,5,17,6B,120,1.868,1.02623266,0.920821316,1.82025,0.191875,450
P,SEK,HOK,HOK,2,5,17,6C,120,2.662,1.462436479,1.357025134,1.82025,0.191875,450
AB,SEK,HOK,HOK,2,5,17,6D,120,1.547,0.849883258,0.744471913,1.82025,0.191875,450
P,SEK,SEK,HOK,2,5,17,6E,120,3.049,1.675044637,1.569633292,1.82025,0.191875,450
AB,SEK,SEK,HOK,2,5,17,6F,120,2.08,1.142700179,1.037288834,1.82025,0.191875,450
P,HOK,SEK,HOK,2,5,17,6G,120,2.822,1.550336492,1.444925148,1.82025,0.191875,450
AB,HOK,SEK,HOK,2,5,17,6H,120,1.996,1.096552671,0.991141327,1.82025,0.191875,450
P,HOK,HOK,HOK,2,4,17,7A,120,1.418,0.779013872,0.673602527,1.82025,0.191875,450
AB,HOK,HOK,HOK,2,4,17,7B,120,1.269,0.697156984,0.591745639,1.82025,0.191875,450
P,SEK,HOK,HOK,2,4,17,7C,120,2.018,1.108638923,1.003227579,1.82025,0.191875,450
AB,SEK,HOK,HOK,2,4,17,7D,120,1.566,0.860321384,0.75491004,1.82025,0.191875,450
P,SEK,SEK,HOK,2,4,17,7E,120,1.42,0.780112622,0.674701277,1.82025,0.191875,450
AB,SEK,SEK,HOK,2,4,17,7F,120,1.371,0.753193243,0.647781898,1.82025,0.191875,450
P,HOK,SEK,HOK,2,4,17,7G,120,1.475,0.810328252,0.704916907,1.82025,0.191875,450
AB,HOK,SEK,HOK,2,4,17,7H,120,1.849,1.015794534,0.910383189,1.82025,0.191875,450
P,HOK,HOK,HOK,2,3,17,8A,120,1.499,0.823513254,0.718101909,1.82025,0.191875,450
AB,HOK,HOK,HOK,2,3,17,8B,120,1.809,0.99381953,0.888408186,1.82025,0.191875,450
P,SEK,HOK,HOK,2,3,17,8C,120,1.937,1.064139541,0.958728197,1.82025,0.191875,450
AB,SEK,HOK,HOK,2,3,17,8D,120,2.601,1.428924598,1.323513254,1.82025,0.191875,450
P,SEK,SEK,HOK,2,3,17,8E,120,1.616,0.887790139,0.782378794,1.82025,0.191875,450
AB,SEK,SEK,HOK,2,3,17,8F,120,1.946,1.069083917,0.963672572,1.82025,0.191875,450
P,HOK,SEK,HOK,2,3,17,8G,120,0.791,0.434555693,0.329144348,1.82025,0.191875,450
AB,HOK,SEK,HOK,2,3,17,8H,120,2.192,1.204230188,1.098818844,1.82025,0.191875,450
P,HOK,HOK,HOK,2,2,17,9A,120,2.041,1.12127455,1.015863206,1.82025,0.191875,450
AB,HOK,HOK,HOK,2,2,17,9B,120,2.644,1.452547727,1.347136382,1.82025,0.191875,450
P,SEK,HOK,HOK,2,2,17,9C,120,2.096,1.15149018,1.046078835,1.82025,0.191875,450
AB,SEK,HOK,HOK,2,2,17,9D,120,2.271,1.24763082,1.142219475,1.82025,0.191875,450
P,SEK,SEK,HOK,2,2,17,9E,120,2.207,1.212470814,1.10705947,1.82025,0.191875,450
AB,SEK,SEK,HOK,2,2,17,9F,120,1.861,1.022387035,0.91697569,1.82025,0.191875,450
P,HOK,SEK,HOK,2,2,17,9G,120,2.37,1.302018953,1.196607609,1.82025,0.191875,450
AB,HOK,SEK,HOK,2,2,17,9H,120,1.724,0.947122648,0.841711303,1.82025,0.191875,450
P,HOK,HOK,HOK,2,1,17,10A,120,3.028,1.66350776,1.558096415,1.82025,0.191875,450
AB,HOK,HOK,HOK,2,1,17,10B,120,2.597,1.426727098,1.321315753,1.82025,0.191875,450
P,SEK,HOK,HOK,2,1,17,10C,120,2.728,1.498695234,1.39328389,1.82025,0.191875,450
AB,SEK,HOK,HOK,2,1,17,10D,120,2.282,1.253673946,1.148262601,1.82025,0.191875,450
P,SEK,SEK,HOK,2,1,17,10E,120,2.843,1.561873369,1.456462024,1.82025,0.191875,450
AB,SEK,SEK,HOK,2,1,17,10F,120,1.905,1.046559539,0.941148194,1.82025,0.191875,450
P,HOK,SEK,HOK,2,1,17,10G,120,2.855,1.56846587,1.463054525,1.82025,0.191875,450
AB,HOK,SEK,HOK,2,1,17,10H,120,2.547,1.399258344,1.293846999,1.82025,0.191875,450
P,HOK,HOK,SEK,1,5,17,1A,120,1.088,0.597720093,0.492308749,1.82025,0.191875,450
AB,HOK,HOK,SEK,1,5,17,1B,120,1.923,1.05644829,0.951036946,1.82025,0.191875,450
P,SEK,HOK,SEK,1,5,17,1C,120,0.95,0.521906332,0.416494987,1.82025,0.191875,450
AB,SEK,HOK,SEK,1,5,17,1D,120,0.934,0.51311633,0.407704986,1.82025,0.191875,450
P,SEK,SEK,SEK,1,5,17,1E,120,0.923,0.507073204,0.40166186,1.82025,0.191875,450
AB,SEK,SEK,SEK,1,5,17,1F,120,1.55,0.851531383,0.746120039,1.82025,0.191875,450
P,HOK,SEK,SEK,1,5,17,1G,120,2.376,1.305315204,1.199903859,1.82025,0.191875,450
AB,HOK,SEK,SEK,1,5,17,1H,120,2.228,1.224007691,1.118596347,1.82025,0.191875,450
P,HOK,HOK,SEK,1,4,17,2A,120,1.731,0.950968274,0.845556929,1.82025,0.191875,450
AB,HOK,HOK,SEK,1,4,17,2B,120,1.476,0.810877627,0.705466282,1.82025,0.191875,450
P,SEK,HOK,SEK,1,4,17,2C,120,1.925,1.05754704,0.952135696,1.82025,0.191875,450
AB,SEK,HOK,SEK,1,4,17,2D,120,2.742,1.506386485,1.400975141,1.82025,0.191875,450
P,SEK,SEK,SEK,1,4,17,2E,120,2.106,1.156983931,1.051572586,1.82025,0.191875,450
AB,SEK,SEK,SEK,1,4,17,2F,120,1.475,0.810328252,0.704916907,1.82025,0.191875,450
P,HOK,SEK,SEK,1,4,17,2G,120,1.655,0.909215767,0.803804423,1.82025,0.191875,450
AB,HOK,SEK,SEK,1,4,17,2H,120,2.016,1.107540173,1.002128828,1.82025,0.191875,450
P,HOK,HOK,SEK,1,3,17,3A,120,1.01,0.554868837,0.449457492,1.82025,0.191875,450
AB,HOK,HOK,SEK,1,3,17,3B,120,1.481,0.813624502,0.708213158,1.82025,0.191875,450
P,SEK,HOK,SEK,1,3,17,3C,120,1.999,1.098200797,0.992789452,1.82025,0.191875,450
